timestamp,array_id,irradiance_kwh_m2,temp_c,humidity_pct,cloud_cover_pct,rainfall_mm,actual_output_kwh,expected_output_kwh,efficiency_pct,soiling_loss_pct,dust_flag,rain_event
2024-07-01 16:00:00,C1,0.4081,30.42,71.94,17.3,0.0,773.39,795.89,94.7435,2.0,1,False
2024-07-01 17:00:00,C1,0.0,31.44,83.94,19.05,0.0,0.0,0.0,95.5287,2.0,0,False
2024-07-01 18:00:00,C1,0.4081,29.16,75.87,21.19,0.0,775.69,795.89,95.0257,2.0,0,False
2024-07-01 19:00:00,C1,1.4767,32.48,80.23,15.03,0.0,2810.21,2879.55,95.1522,2.0,0,False
2024-07-01 07:00:00,C2,0.0,31.79,83.0,19.04,0.0,0.0,0.0,98.1286,0.0,0,False
2024-07-01 08:00:00,C2,0.4081,29.03,77.51,6.88,0.0,800.92,795.89,98.1161,0.0,0,False
2024-07-01 09:00:00,C2,1.4767,30.47,70.72,14.31,0.0,2896.91,2879.55,98.0881,0.0,0,False
2024-07-01 10:00:00,C2,2.7975,45.54,70.61,5.75,0.0,5433.03,5455.09,97.1058,0.0,0,False
2024-07-01 11:00:00,C2,3.866,46.94,77.2,7.54,0.0,7591.22,7538.75,98.1787,0.0,0,False
2024-07-01 12:00:00,C2,4.2742,43.29,82.46,6.71,0.0,8444.07,8334.64,98.7802,0.0,0,False
2024-07-01 13:00:00,C2,3.866,42.31,80.63,15.81,0.0,7582.38,7538.75,98.0643,0.0,0,False
2024-07-01 14:00:00,C2,2.7975,47.86,80.33,11.46,0.0,5521.21,5455.09,98.6817,0.0,0,False
2024-07-01 15:00:00,C2,1.4767,31.77,75.42,13.78,0.0,2906.55,2879.55,98.4144,0.0,0,False
2024-07-01 16:00:00,C2,0.4081,28.04,73.13,10.0,0.0,796.82,795.89,97.6141,0.0,0,False
2024-07-01 17:00:00,C2,0.0,30.3,84.29,18.2,0.0,0.0,0.0,98.8307,0.0,0,False
2024-07-01 18:00:00,C2,0.4081,30.67,78.39,9.95,0.0,801.51,795.89,98.1886,0.0,0,False
2024-07-01 19:00:00,C2,1.4767,29.14,85.16,5.29,0.0,2918.7,2879.55,98.8257,0.0,0,False
2024-07-02 07:00:00,A1,0.0,29.85,71.96,14.83,0.0,0.0,0.0,91.2219,6.0,1,False
2024-07-02 08:00:00,A1,0.3637,29.84,73.46,13.68,0.0,664.79,709.26,91.3873,6.0,1,False
2024-07-02 09:00:00,A1,1.316,30.81,70.91,12.49,0.0,2416.52,2566.11,91.8162,6.0,1,False
2024-07-02 10:00:00,A1,2.493,45.76,80.06,22.13,0.0,4501.57,4861.31,90.2849,6.0,1,False
2024-07-02 11:00:00,A1,3.4452,42.42,82.85,5.53,0.0,6236.47,6718.16,90.5092,6.0,1,False
2024-07-02 12:00:00,A1,3.8089,45.51,88.8,16.51,0.0,6949.86,7427.41,91.2311,6.0,1,False
2024-07-02 13:00:00,A1,3.4452,44.75,80.91,23.83,0.0,6324.92,6718.16,91.793,6.0,1,False
2024-07-02 14:00:00,A1,2.493,44.32,89.22,23.11,0.0,4506.36,4861.31,90.3811,6.0,1,False
2024-07-02 15:00:00,A1,1.316,27.43,76.38,21.9,0.0,2398.73,2566.11,91.1405,6.0,1,False
2024-07-02 16:00:00,A1,0.3637,27.14,86.29,10.64,0.0,659.71,709.26,90.6887,6.0,1,False
2024-07-02 17:00:00,A1,0.0,30.77,87.55,19.7,0.0,0.0,0.0,91.1785,6.0,1,False
2024-07-02 18:00:00,A1,0.3637,31.82,75.64,8.55,0.0,659.45,709.26,90.6535,6.0,1,False
2024-07-02 19:00:00,A1,1.316,32.94,78.25,12.44,0.0,2404.87,2566.11,91.3736,6.0,1,False
2024-07-02 07:00:00,A2,0.0,31.66,76.82,23.62,0.0,0.0,0.0,91.6385,5.6667,1,False
2024-07-02 08:00:00,A2,0.3637,31.51,85.09,7.06,0.0,663.6,709.26,91.2245,5.6667,1,False
2024-07-02 09:00:00,A2,1.316,32.42,80.11,21.53,0.0,2418.27,2566.11,91.8827,5.6667,1,False
2024-07-02 10:00:00,A2,2.493,44.34,70.22,23.11,0.0,4570.84,4861.31,91.6743,5.6667,1,False
2024-07-02 11:00:00,A2,3.4452,42.55,76.39,24.0,0.0,6282.56,6718.16,91.1782,5.6667,1,False
2024-07-02 12:00:00,A2,3.8089,45.79,78.97,10.86,0.0,6961.34,7427.41,91.3818,5.6667,1,False
2024-07-02 13:00:00,A2,3.4452,43.97,83.45,20.05,0.0,6313.76,6718.16,91.6309,5.6667,1,False
2024-07-02 14:00:00,A2,2.493,42.55,79.89,6.15,0.0,4569.4,4861.31,91.6454,5.6667,1,False
2024-07-02 15:00:00,A2,1.316,30.3,78.83,22.75,0.0,2412.08,2566.11,91.6475,5.6667,1,False
2024-07-02 16:00:00,A2,0.3637,27.86,85.23,17.36,0.0,661.39,709.26,90.9206,5.6667,1,False
2024-07-02 17:00:00,A2,0.0,27.61,71.68,19.02,0.0,0.0,0.0,91.1726,5.6667,1,False
2024-07-02 18:00:00,A2,0.3637,27.51,89.73,12.49,0.0,662.68,709.26,91.0978,5.6667,1,False
2024-07-02 19:00:00,A2,1.316,29.22,86.26,23.94,0.0,2406.86,2566.11,91.4494,5.6667,1,False
2024-07-02 07:00:00,B1,0.0,31.66,81.17,13.48,0.0,0.0,0.0,94.3074,2.3333,1,False
2024-07-02 08:00:00,B1,0.3637,32.44,72.22,14.85,0.0,687.87,709.26,94.5599,2.3333,1,False
2024-07-02 09:00:00,B1,1.316,27.34,72.38,7.35,0.0,2491.29,2566.11,94.6574,2.3333,1,False
2024-07-02 10:00:00,B1,2.493,45.9,84.92,16.67,0.0,4712.84,4861.31,94.5223,2.3333,1,False
2024-07-02 11:00:00,B1,3.4452,43.71,87.37,9.47,0.0,6519.18,6718.16,94.6123,2.3333,1,False
2024-07-02 12:00:00,B1,3.8089,47.78,70.24,24.4,0.0,7226.88,7427.41,94.8675,2.3333,1,False
2024-07-02 13:00:00,B1,3.4452,42.44,81.08,24.39,0.0,6530.65,6718.16,94.7787,2.3333,1,False
2024-07-02 14:00:00,B1,2.493,45.14,82.59,18.91,0.0,4720.35,4861.31,94.673,2.3333,1,False
2024-07-02 15:00:00,B1,1.316,30.51,88.02,5.91,0.0,2519.87,2566.11,95.7433,2.3333,0,False
2024-07-02 16:00:00,B1,0.3637,28.69,89.01,22.81,0.0,685.85,709.26,94.283,2.3333,1,False
2024-07-02 17:00:00,B1,0.0,28.66,73.76,14.27,0.0,0.0,0.0,95.7616,2.3333,0,False
2024-07-02 18:00:00,B1,0.3637,29.12,81.67,6.55,0.0,685.7,709.26,94.2625,2.3333,1,False
2024-07-02 19:00:00,B1,1.316,28.86,86.28,18.69,0.0,2496.04,2566.11,94.8375,2.3333,1,False
2024-07-02 07:00:00,B2,0.0,27.98,88.22,21.45,0.0,0.0,0.0,88.7714,9.1667,1,False
2024-07-02 08:00:00,B2,0.3637,32.6,87.32,5.9,0.0,634.13,709.26,87.1732,9.1667,1,False
2024-07-02 09:00:00,B2,1.316,27.16,77.53,21.21,0.0,2335.79,2566.11,88.7491,9.1667,1,False
2024-07-02 10:00:00,B2,2.493,47.82,86.84,21.77,0.0,4336.62,4861.31,86.9768,9.1667,1,False
2024-07-02 11:00:00,B2,3.4452,44.81,78.3,10.47,0.0,6098.73,6718.16,88.5103,9.1667,1,False
2024-07-02 12:00:00,B2,3.8089,46.61,88.9,21.99,0.0,6691.22,7427.41,87.836,9.1667,1,False
2024-07-02 13:00:00,B2,3.4452,43.48,79.01,7.58,0.0,6053.7,6718.16,87.8568,9.1667,1,False
2024-07-02 14:00:00,B2,2.493,43.37,83.43,17.36,0.0,4382.33,4861.31,87.8935,9.1667,1,False
2024-07-02 15:00:00,B2,1.316,29.15,72.27,18.43,0.0,2318.46,2566.11,88.0906,9.1667,1,False
2024-07-02 16:00:00,B2,0.3637,30.12,87.04,16.04,0.0,644.58,709.26,88.6089,9.1667,1,False
2024-07-02 17:00:00,B2,0.0,30.37,87.53,13.07,0.0,0.0,0.0,87.8912,9.1667,1,False
2024-07-02 18:00:00,B2,0.3637,31.22,74.26,7.73,0.0,641.28,709.26,88.156,9.1667,1,False
2024-07-02 19:00:00,B2,1.316,27.09,77.01,16.8,0.0,2329.7,2566.11,88.5176,9.1667,1,False
2024-07-02 07:00:00,C1,0.0,32.42,76.97,15.28,0.0,0.0,0.0,92.4084,4.0,1,False
2024-07-02 08:00:00,C1,0.3637,31.7,77.93,17.44,0.0,669.1,709.26,91.9804,4.0,1,False
2024-07-02 09:00:00,C1,1.316,29.75,89.6,14.85,0.0,2425.26,2566.11,92.1483,4.0,1,False
2024-07-02 10:00:00,C1,2.493,43.97,82.67,9.8,0.0,4635.55,4861.31,92.9722,4.0,1,False
2024-07-02 11:00:00,C1,3.4452,43.09,76.91,22.94,0.0,6420.72,6718.16,93.1833,4.0,1,False
2024-07-02 12:00:00,C1,3.8089,44.84,83.35,8.45,0.0,7048.81,7427.41,92.5301,4.0,1,False
2024-07-02 13:00:00,C1,3.4452,43.06,71.77,7.41,0.0,6389.82,6718.16,92.7349,4.0,1,False
2024-07-02 14:00:00,C1,2.493,44.76,74.13,12.29,0.0,4617.17,4861.31,92.6036,4.0,1,False
2024-07-02 15:00:00,C1,1.316,27.24,85.99,17.56,0.0,2473.53,2566.11,93.9824,4.0,1,False
2024-07-02 16:00:00,C1,0.3637,27.49,87.47,23.42,0.0,676.65,709.26,93.0176,4.0,1,False
2024-07-02 17:00:00,C1,0.0,31.84,84.97,8.69,0.0,0.0,0.0,92.9438,4.0,1,False
2024-07-02 18:00:00,C1,0.3637,28.26,77.41,14.69,0.0,675.72,709.26,92.8895,4.0,1,False
2024-07-02 19:00:00,C1,1.316,29.78,84.95,5.73,0.0,2427.73,2566.11,92.2424,4.0,1,False
2024-07-02 07:00:00,C2,0.0,28.51,84.27,22.9,0.0,0.0,0.0,96.1834,1.5,0,False
2024-07-02 08:00:00,C2,0.3637,27.64,78.95,15.65,0.0,705.9,709.26,97.0394,1.5,0,False
2024-07-02 09:00:00,C2,1.316,28.45,75.38,12.55,0.0,2528.2,2566.11,96.0598,1.5,0,False
2024-07-02 10:00:00,C2,2.493,42.72,87.81,16.87,0.0,4745.47,4861.31,95.1767,1.5,0,False
2024-07-02 11:00:00,C2,3.4452,46.07,85.78,14.97,0.0,6543.09,6718.16,94.9592,1.5,1,False
2024-07-02 12:00:00,C2,3.8089,45.52,84.91,13.63,0.0,7278.0,7427.41,95.5387,1.5,0,False
2024-07-02 13:00:00,C2,3.4452,42.77,75.68,12.26,0.0,6550.68,6718.16,95.0694,1.5,0,False
2024-07-02 14:00:00,C2,2.493,44.14,89.73,17.12,0.0,4784.68,4861.31,95.9631,1.5,0,False
2024-07-02 15:00:00,C2,1.316,28.42,72.04,8.06,0.0,2538.6,2566.11,96.4547,1.5,0,False
2024-07-02 16:00:00,C2,0.3637,28.12,75.7,8.47,0.0,692.34,709.26,95.1747,1.5,0,False
2024-07-02 17:00:00,C2,0.0,32.38,71.6,15.49,0.0,0.0,0.0,95.2564,1.5,0,False
2024-07-02 18:00:00,C2,0.3637,27.67,77.96,24.39,0.0,695.69,709.26,95.6352,1.5,0,False
2024-07-02 19:00:00,C2,1.316,32.19,86.34,10.16,0.0,2512.81,2566.11,95.4749,1.5,0,False
2024-07-03 07:00:00,A1,0.0,30.34,81.43,10.6,0.0,0.0,0.0,85.2642,12.0,1,False
2024-07-03 08:00:00,A1,0.3731,31.62,73.74,11.47,0.0,635.12,727.63,85.1038,12.0,1,False
2024-07-03 09:00:00,A1,1.35,28.45,72.3,17.21,0.0,2298.85,2632.58,85.1399,12.0,1,False
2024-07-03 10:00:00,A1,2.5576,43.73,81.62,8.09,0.0,4277.74,4987.23,83.6295,12.0,1,False
2024-07-03 11:00:00,A1,3.5345,42.31,76.73,7.69,0.0,6106.97,6892.19,86.3919,12.0,1,False
2024-07-03 12:00:00,A1,3.9076,42.38,89.8,11.45,0.0,6579.96,7619.82,84.1945,12.0,1,False
2024-07-03 13:00:00,A1,3.5345,46.09,85.2,16.91,0.0,5987.3,6892.19,84.699,12.0,1,False
2024-07-03 14:00:00,A1,2.5576,44.83,78.24,11.98,0.0,4367.29,4987.23,85.3801,12.0,1,False
2024-07-03 15:00:00,A1,1.35,28.09,71.33,19.82,0.0,2297.36,2632.58,85.0849,12.0,1,False
2024-07-03 16:00:00,A1,0.3731,30.45,86.84,7.8,0.0,634.68,727.63,85.0447,12.0,1,False
2024-07-03 17:00:00,A1,0.0,27.98,73.29,21.29,0.0,0.0,0.0,84.7027,12.0,1,False
2024-07-03 18:00:00,A1,0.3731,30.99,80.46,12.18,0.0,636.54,727.63,85.2942,12.0,1,False
2024-07-03 19:00:00,A1,1.35,31.9,78.78,12.54,0.0,2291.42,2632.58,84.8649,12.0,1,False
2024-07-03 07:00:00,A2,0.0,29.78,76.03,19.95,0.0,0.0,0.0,89.1405,8.3333,1,False
2024-07-03 08:00:00,A2,0.3731,32.4,77.68,15.87,0.0,655.81,727.63,87.8765,8.3333,1,False
2024-07-03 09:00:00,A2,1.35,32.44,82.48,7.34,0.0,2394.29,2632.58,88.6747,8.3333,1,False
2024-07-03 10:00:00,A2,2.5576,44.01,72.79,20.88,0.0,4539.62,4987.23,88.7493,8.3333,1,False
2024-07-03 11:00:00,A2,3.5345,45.72,80.67,22.88,0.0,6287.88,6892.19,88.9511,8.3333,1,False
2024-07-03 12:00:00,A2,3.9076,43.87,74.97,19.88,0.0,6910.43,7619.82,88.423,8.3333,1,False
2024-07-03 13:00:00,A2,3.5345,42.2,81.4,20.25,0.0,6282.04,6892.19,88.8686,8.3333,1,False
2024-07-03 14:00:00,A2,2.5576,46.93,72.21,21.93,0.0,4526.51,4987.23,88.4929,8.3333,1,False
2024-07-03 15:00:00,A2,1.35,27.76,77.95,20.95,0.0,2405.27,2632.58,89.0812,8.3333,1,False
2024-07-03 16:00:00,A2,0.3731,31.33,84.4,17.82,0.0,660.11,727.63,88.453,8.3333,1,False
2024-07-03 17:00:00,A2,0.0,31.16,80.85,10.04,0.0,0.0,0.0,88.3903,8.3333,1,False
2024-07-03 18:00:00,A2,0.3731,32.45,81.67,13.02,0.0,657.76,727.63,88.1375,8.3333,1,False
2024-07-03 19:00:00,A2,1.35,29.77,88.95,8.07,0.0,2387.15,2632.58,88.4102,8.3333,1,False
2024-07-03 07:00:00,B1,0.0,30.67,70.36,22.44,0.0,0.0,0.0,93.4236,3.6667,1,False
2024-07-03 08:00:00,B1,0.3731,32.59,81.3,18.93,0.0,706.4,727.63,94.6551,3.6667,1,False
2024-07-03 09:00:00,B1,1.35,27.92,81.53,17.13,0.0,2523.01,2632.58,93.4418,3.6667,1,False
2024-07-03 10:00:00,B1,2.5576,44.54,84.73,23.69,0.0,4785.41,4987.23,93.5544,3.6667,1,False
2024-07-03 11:00:00,B1,3.5345,42.68,89.7,21.78,0.0,6594.46,6892.19,93.2882,3.6667,1,False
2024-07-03 12:00:00,B1,3.9076,42.75,88.42,22.4,0.0,7324.7,7619.82,93.7239,3.6667,1,False
2024-07-03 13:00:00,B1,3.5345,44.39,71.1,11.7,0.0,6687.38,6892.19,94.6027,3.6667,1,False
2024-07-03 14:00:00,B1,2.5576,46.82,70.09,11.67,0.0,4787.5,4987.23,93.5953,3.6667,1,False
2024-07-03 15:00:00,B1,1.35,32.52,76.93,11.94,0.0,2531.58,2632.58,93.7595,3.6667,1,False
2024-07-03 16:00:00,B1,0.3731,31.43,79.04,9.49,0.0,687.87,727.63,92.173,3.6667,1,False
2024-07-03 17:00:00,B1,0.0,28.06,79.97,13.38,0.0,0.0,0.0,92.7706,3.6667,1,False
2024-07-03 18:00:00,B1,0.3731,32.49,77.25,16.61,0.0,695.98,727.63,93.2588,3.6667,1,False
2024-07-03 19:00:00,B1,1.35,32.77,72.97,13.29,0.0,2506.35,2632.58,92.8247,3.6667,1,False
2024-07-03 07:00:00,B2,0.0,27.51,89.94,15.04,0.0,0.0,0.0,84.925,12.3333,1,False
2024-07-03 08:00:00,B2,0.3731,31.5,74.2,22.96,0.0,629.33,727.63,84.3279,12.3333,1,False
2024-07-03 09:00:00,B2,1.35,28.23,73.81,5.73,0.0,2288.09,2632.58,84.7413,12.3333,1,False
2024-07-03 10:00:00,B2,2.5576,42.39,85.51,14.07,0.0,4396.52,4987.23,85.9516,12.3333,1,False
2024-07-03 11:00:00,B2,3.5345,45.15,78.82,13.02,0.0,5945.88,6892.19,84.1131,12.3333,1,False
2024-07-03 12:00:00,B2,3.9076,43.09,87.24,23.92,0.0,6570.85,7619.82,84.0779,12.3333,1,False
2024-07-03 13:00:00,B2,3.5345,44.24,75.41,17.88,0.0,5992.21,6892.19,84.7685,12.3333,1,False
2024-07-03 14:00:00,B2,2.5576,42.94,84.32,18.18,0.0,4321.54,4987.23,84.4857,12.3333,1,False
2024-07-03 15:00:00,B2,1.35,27.16,74.44,9.62,0.0,2285.13,2632.58,84.6319,12.3333,1,False
2024-07-03 16:00:00,B2,0.3731,28.07,83.05,9.76,0.0,632.22,727.63,84.716,12.3333,1,False
2024-07-03 17:00:00,B2,0.0,27.6,74.86,19.45,0.0,0.0,0.0,84.6015,12.3333,1,False
2024-07-03 18:00:00,B2,0.3731,29.38,83.36,9.1,0.0,632.73,727.63,84.784,12.3333,1,False
2024-07-03 19:00:00,B2,1.35,28.76,87.93,5.26,0.0,2289.48,2632.58,84.793,12.3333,1,False
2024-07-03 07:00:00,C1,0.0,32.36,86.35,11.84,0.0,0.0,0.0,90.1651,6.0,1,False
2024-07-03 08:00:00,C1,0.3731,28.56,77.59,16.81,0.0,685.7,727.63,91.8823,6.0,1,False
2024-07-03 09:00:00,C1,1.35,29.46,81.04,13.72,0.0,2467.29,2632.58,91.3782,6.0,1,False
2024-07-03 10:00:00,C1,2.5576,43.77,88.97,20.27,0.0,4618.61,4987.23,90.2935,6.0,1,False
2024-07-03 11:00:00,C1,3.5345,46.8,78.5,5.45,0.0,6467.06,6892.19,91.4859,6.0,1,False
2024-07-03 12:00:00,C1,3.9076,43.61,80.83,17.67,0.0,7110.62,7619.82,90.9845,6.0,1,False
2024-07-03 13:00:00,C1,3.5345,47.01,89.69,15.51,0.0,6410.69,6892.19,90.6886,6.0,1,False
2024-07-03 14:00:00,C1,2.5576,43.03,75.45,5.37,0.0,4644.06,4987.23,90.7909,6.0,1,False
2024-07-03 15:00:00,C1,1.35,30.33,83.03,21.59,0.0,2435.08,2632.58,90.1852,6.0,1,False
2024-07-03 16:00:00,C1,0.3731,28.24,70.22,7.74,0.0,681.18,727.63,91.2759,6.0,1,False
2024-07-03 17:00:00,C1,0.0,30.99,73.51,23.29,0.0,0.0,0.0,91.8103,6.0,1,False
2024-07-03 18:00:00,C1,0.3731,29.51,77.66,15.38,0.0,684.98,727.63,91.7852,6.0,1,False
2024-07-03 19:00:00,C1,1.35,30.62,74.91,12.79,0.0,2452.38,2632.58,90.826,6.0,1,False
2024-07-03 07:00:00,C2,0.0,28.73,77.11,19.38,0.0,0.0,0.0,93.0993,4.0,1,False
2024-07-03 08:00:00,C2,0.3731,29.86,83.27,23.74,0.0,696.19,727.63,93.287,4.0,1,False
2024-07-03 09:00:00,C2,1.35,31.4,74.3,5.62,0.0,2487.4,2632.58,92.1232,4.0,1,False
2024-07-03 10:00:00,C2,2.5576,42.31,79.93,16.94,0.0,4772.59,4987.23,93.3038,4.0,1,False
2024-07-03 11:00:00,C2,3.5345,44.01,85.42,7.13,0.0,6520.39,6892.19,92.2404,4.0,1,False
2024-07-03 12:00:00,C2,3.9076,44.97,83.77,13.7,0.0,7275.16,7619.82,93.0899,4.0,1,False
2024-07-03 13:00:00,C2,3.5345,43.48,86.38,20.99,0.0,6562.25,6892.19,92.8326,4.0,1,False
2024-07-03 14:00:00,C2,2.5576,45.54,77.22,6.83,0.0,4729.23,4987.23,92.4561,4.0,1,False
2024-07-03 15:00:00,C2,1.35,32.5,72.74,24.0,0.0,2523.63,2632.58,93.4647,4.0,1,False
2024-07-03 16:00:00,C2,0.3731,30.25,87.46,19.64,0.0,689.12,727.63,92.3403,4.0,1,False
2024-07-03 17:00:00,C2,0.0,31.84,83.18,18.85,0.0,0.0,0.0,92.8869,4.0,1,False
2024-07-03 18:00:00,C2,0.3731,29.94,74.42,24.75,0.0,692.35,727.63,92.7731,4.0,1,False
